id,down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl
5e883233,30590,1797007,224025,345,2469,0,338,0,555,0
5e8a2513,69568,1775817,268392,347,2213,0,51,0,272,0
5ef5e32d,3278,1808119,223079,258,1564,0,10,0,173,0
5f130d67,46324,1768139,169248,279,1661,0,418,0,129,0
5f3386f6,28219,1760243,211250,242,1735,0,72,0,235,4
5f43564c,33395,2016241,284364,281,2207,0,108,0,345,2
5f54631b,55488,1794699,312300,349,2353,0,386,0,254,0
5fa3bd8a,52991,1913863,163991,226,1532,0,302,4,145,9
5facee61,426201,1740375,281410,411,2657,0,543,0,265,0
5fe2840c,44359,1854619,238893,226,1580,0,501,0,264,0
605bff4d,47148,1797322,349204,526,3780,0,131,0,559,0
605e3a12,3218,1751366,412834,480,3436,0,134,0,531,3
607f216d,1538,1761419,388077,509,3738,0,118,1,456,5
60824ff3,188307,1324318,196982,212,1347,0,25,0,110,0
60878b41,35299,1735441,218080,295,1621,0,71,0,96,0
608ef9a0,29685,1914238,287242,208,2309,0,562,1,583,5
608fe7d3,1978,1787829,518653,788,5040,0,276,0,247,12
60af525c,2482,1790840,147614,238,1327,0,3,0,74,0
60ca3cfa,1364,1704988,313989,466,2798,0,132,0,253,0
60d574e2,29693,1799245,310982,493,3055,0,427,0,245,0
60d742c3,1244,1553604,366433,400,2814,0,921,0,477,0
60f61b04,15673,1228296,418410,259,3051,0,87,0,1250,6
610914b9,83671,1783479,345191,318,2179,0,104,0,154,8
61185a3d,21387,1744018,599556,424,3009,0,113,0,448,0
614a8c0f,33239,2051671,494399,453,4269,0,247,0,1419,0
61702afd,1716,1769559,474819,493,4529,0,655,4,1247,0
6175e621,2962,1177409,299281,564,3371,0,119,1,202,0
61786648,2160,1800971,531757,521,3792,0,143,0,448,11
61abc326,2008,1786091,349914,285,2091,0,167,0,530,4
61d03a51,10637,1798511,170211,292,1967,0,45,0,396,0
62161e96,93047,1664411,181317,205,1422,0,272,0,128,0
622068c5,28754,1743604,235839,335,2405,0,498,0,241,0
6236e892,10439,1791503,273100,460,2735,0,78,0,273,0
626ee149,1367,1758788,596752,815,5122,0,448,0,474,0
629fdb77,5977,1789248,208283,297,1848,0,257,0,195,0
62b9a12b,17407,1799422,283205,563,3353,0,88,0,21,2
62bf4107,48557,1745821,611626,742,4946,0,390,1,381,2
62c6cb18,21746,1800724,308421,342,2480,0,1010,0,471,2
62cbed39,16066,1820202,340474,422,2604,0,637,0,242,7
62d9434c,23533,1790406,149869,201,1163,0,244,0,104,0
62ed5a31,66173,1828199,195894,211,1288,0,145,0,107,0
62ff8c30,28781,1767433,224347,312,2324,0,1112,0,465,0
630300bc,13220,1803991,381342,774,4590,0,54,0,150,0
631348ae,2577,1798474,504852,501,3827,0,154,0,853,11
638c64e3,54507,1801126,96441,202,1025,0,75,0,21,1
63ab70f0,33002,1798373,289955,472,3156,0,75,0,350,1
63af3002,34676,1859382,396323,447,3394,0,67,0,630,0
63c5dd76,756,1237154,369068,487,3299,0,43,0,281,0
63dd84d5,960,1655682,438177,561,4028,0,81,1,443,2
641095b1,924,1716210,279949,279,2289,0,322,0,571,0
6436f0d3,1469,1774137,197969,365,2206,0,112,0,262,1
644ff57d,993,1909766,216790,277,1453,0,219,0,57,0
6465075b,4602,1785217,195817,342,1942,0,50,0,62,0
6467de45,20749,1810364,519413,572,4037,0,984,0,712,1
647ca15e,1428,1801040,420295,494,3572,0,64,0,683,0
64828dc1,1852,1781722,516995,491,3242,0,112,0,273,12
648b1906,62779,1800679,459576,260,1912,0,3066,0,422,0
64caebbb,1763,1804132,370294,472,2927,0,86,0,148,0
64cb3a25,45794,1791916,224705,389,2240,0,399,0,174,0
64d95b13,61371,1853638,168660,273,1939,0,102,1,276,3
64eeb50f,41785,1794685,416225,595,3668,0,145,1,325,1
6500aba6,312746,1825600,171514,240,1816,0,371,0,403,0
651f7d29,3495,1775397,449269,380,2609,0,56,0,461,0
6538b8cf,1647,1813401,242682,383,2266,0,174,0,219,0
653f7b98,1875,1783962,202182,215,1567,0,73,0,150,1
65796172,8687,1807227,317141,387,2822,0,319,0,254,2
6589d702,129116,1799132,318541,340,2628,0,69,0,406,5
65a890d9,154166,1614742,126411,218,1346,0,23,0,105,0
65bbb7e3,34418,1768997,228203,213,1508,0,772,0,276,2
65c2a095,2294,1800617,619667,212,3318,0,15,0,1847,0
65c324b3,38886,1801614,482998,265,3033,0,76,0,1468,0
65eb7e1b,42475,1767649,228160,301,1862,0,70,0,113,0
661db0ca,4177,1637836,159692,315,2121,0,78,0,311,0
662073a3,26878,1811047,202440,226,1353,0,212,0,135,1
6631dc3b,36346,1712441,648095,529,3590,0,58,0,376,0
66327501,8075,1747198,197462,209,1537,0,45,0,308,0
663ac837,4817,1793701,147428,246,1423,0,76,0,88,0
6677ae29,30837,1760187,234699,231,2193,0,108,0,703,7
668c6f59,59886,1691354,534585,554,3602,0,91,0,449,0
669691d8,77583,1789118,164536,245,1619,0,75,0,219,0
66ae4f3e,44986,1774053,531477,587,3316,0,110,0,347,0
66b82d74,50236,1797450,247779,358,2227,0,182,0,165,0
66d4cce8,1460,1798399,146463,304,1894,0,48,0,190,0
66f386c7,29424,1727470,428778,525,3444,0,100,0,176,0
66fed026,21506,1792939,244527,558,3537,0,93,0,376,0
6714d1b2,18814,1817180,355386,358,2214,0,537,1,185,7
67257172,4631,1817340,317225,406,2577,0,240,0,219,2
6745808d,46480,1801256,276379,296,2134,0,692,0,268,2
6763136d,51418,5013625,643408,428,6198,0,262,0,2455,5
676c6618,2567,1802750,899083,887,5735,0,451,0,957,0
677a166f,429135,2063388,161082,202,1396,0,132,1,201,1
678869e4,34324,1802526,155372,216,1605,0,65,0,185,0
67a3d9f5,2219,1795469,398462,479,3403,0,79,0,706,0
67a685e2,2813,1657071,541614,438,4030,0,134,0,859,5
67b5648f,799,1798911,480775,627,4421,0,355,0,526,4
67b7ca27,1055,1857285,487986,771,5743,0,340,0,1016,5
67c66245,34579,1793816,241082,307,1830,0,62,0,103,0
67c94b48,28250,1799321,507472,655,4203,0,1294,0,519,1
67d04f17,271648,2336527,184189,204,1572,0,71,0,288,0
680dffd0,20262,1787800,207354,413,2634,0,140,0,353,1
681a978c,29063,1797038,532237,622,4323,0,156,3,567,1
6828d225,96616,2804862,404520,432,3352,0,111,1,800,5
683c9557,867,1829527,386027,438,3464,0,158,3,570,12
684da01a,2923,1840408,614333,814,5609,0,273,0,610,3
68628a31,32159,1769992,461878,502,4361,0,317,0,567,12
68a3f911,8538,1786282,183770,242,1558,0,527,0,181,1
68c4cbc9,40090,1793891,262268,352,2032,0,163,0,125,1
68d05594,143315,1818908,184574,214,1333,0,747,0,117,1
68df1430,1783,1786902,173625,309,2022,0,108,0,191,0
69021be9,11677,1223516,158221,202,1195,0,63,0,63,0
69080b17,1010,1750391,582150,758,4763,0,615,0,287,4
69339761,19495,1771316,566578,445,3509,0,142,0,601,12
695bc6e7,2742,1797625,416073,483,3401,0,93,0,377,3
696bafbf,2703,1835840,182691,329,1902,0,430,0,141,0
6978fb97,1521,1795695,620364,826,5478,0,449,0,765,0
69916fc0,1195,1516265,181106,300,2063,0,503,0,301,0
69a3c3d6,1283,2042220,210524,207,1410,0,19,0,214,0
69a9e639,23514,1811581,300070,526,3128,0,163,0,139,2
69ad66d7,27145,1742833,386950,362,2854,0,199,0,693,4
69ce169c,3185,1950958,103253,208,1277,0,63,0,82,0
69e5114e,97589,1807143,482108,496,3484,0,541,0,742,0
69f2c884,54182,1704802,278884,391,2424,0,107,0,215,5
6a3c4a0e,51574,1684821,327234,314,1853,0,100,0,224,0
6a4643be,4705,1374037,216615,295,2162,0,43,0,296,1
6a46d751,5730,2452088,140399,211,1363,0,69,0,49,0
6a5a9898,1855,1794286,478301,503,3807,0,1240,0,756,0
6a9ac8e8,28200,1821793,208125,261,1543,0,161,0,37,0
6a9cd990,113076,1725903,271871,386,2506,0,89,0,290,1
6aa4881d,1654,1237277,173462,298,1858,0,705,0,104,0
6ab3708b,72526,1551652,146184,256,1640,1,292,0,123,1
6af21917,2078,1523834,346059,411,2582,0,42,0,78,0
6b0cfb58,58702,1802170,428369,584,3123,0,236,0,59,0
6b2a1937,40633,1797188,541819,577,4523,0,85,0,839,4
6be795f6,38947,1850525,423244,746,4317,0,93,0,150,0
6c032912,7543,1122306,223646,270,2004,0,79,1,238,4
6c307cb1,24232,1628623,504307,696,4609,0,171,2,759,2
6c446516,5203,1811856,376148,385,2907,0,84,0,270,3
6c46059e,20085,1849661,377575,365,2635,0,119,2,310,7
6c5db560,2436,1755359,179803,340,2084,0,79,0,67,4
6c6a19c5,863,1864475,279735,240,1849,0,144,1,454,0
6c710d22,1876,1806795,355881,316,2325,0,27,0,77,1
6c77e200,1608,1918507,583360,677,5743,0,598,0,1159,2
6c8526c6,7188,1757980,234176,308,1947,0,74,0,195,0
6c9a74d0,17281,1775902,183537,201,1579,0,105,0,396,0
6cc023d7,1311,1799772,252434,293,2028,0,231,0,291,0
6cc7b04e,1563,673774,256750,415,2472,0,37,0,198,0
6cdd4903,2049,1770555,213283,369,2407,0,119,0,212,0
6ce7454e,23254,1801899,200722,228,1663,0,59,0,111,1
6d008b60,2181,1809284,189296,322,1998,0,88,0,138,0
6d1405de,56462,1744934,304628,423,2755,0,110,21,277,1
6d1c240b,97026,1791184,370296,379,2557,0,134,0,304,3
6d362b88,194913,1845282,311502,300,1988,0,96,0,346,0
6d4bf9e0,16196,1788373,333230,563,4103,0,105,1,157,8
6d75a372,3643,457197,190120,202,1193,0,22,0,69,0
6d84447a,22573,1816007,255881,335,1990,0,59,0,171,0
6d9627c5,1281,1873255,195882,241,1840,0,129,0,251,1
6dcd250a,30528,1791911,422321,326,2572,0,303,0,580,0
6ddee6b9,196453,1802560,140284,213,1396,0,41,0,157,0
6df4063e,39020,1316842,313613,318,2260,0,82,0,390,0
6df4bb12,42733,1792238,401947,303,1872,0,80,0,67,0
6e00ad5f,4098,1808513,616590,639,4117,0,74,0,249,0
6e1048f2,20007,1737562,131641,210,1246,0,109,0,98,0
6e3ff2ce,1244,1802181,144277,270,1426,0,194,0,47,2
6e47a75b,8752,1817903,433893,346,2477,0,124,0,145,7
6e4d4a28,2253,1817804,243310,268,1901,0,687,0,374,0
6e561dc9,63396,1789537,269387,430,2471,0,280,0,156,1
6e701071,717,430216,139152,237,1570,0,45,0,68,2
6e958656,1421,1802927,487233,549,4119,0,370,0,788,3
6eddf669,130141,1576568,172080,263,1721,0,48,0,245,0
6f39a6e9,3781,1753911,406485,532,3716,0,59,0,247,4
6f54beab,46769,1799643,284669,269,2182,0,395,0,597,2
6f6fb596,62328,1812474,580471,206,5083,0,81,0,327,0
6f86bf79,38054,1733839,296155,380,2499,0,207,0,301,2
6f973b44,2035,1803638,333093,349,2389,0,64,0,187,0
6faf0075,24966,1770635,256654,403,2661,0,226,0,259,0
6fc3a54e,29160,1810685,457187,488,3105,0,102,1,214,2
6fe9a213,3588,1780522,677935,552,4563,0,623,0,863,21
6feba041,38953,1779330,363466,489,3719,0,229,0,801,0
6ff9eeed,10720,1800189,204242,251,1675,0,1182,0,223,2
702810ac,33803,1803070,221193,287,2042,0,83,1,453,1
7073cd1e,2006,1801790,167880,235,1621,0,43,0,303,0
70985ac3,1302,1770059,380712,522,3599,0,117,0,561,2
70ba8d67,35879,1684254,538550,306,2570,0,123,0,911,0
70ff714a,1232,1662203,258708,421,2923,0,1094,1,595,0
7173050a,1504,1837777,280080,228,1373,0,49,0,99,0
718c0f7d,123299,1810369,186708,238,1618,0,224,0,374,0
719ed6e1,49081,1768934,106799,205,1306,0,191,0,159,0
71a6cdc5,44611,1808365,156140,277,1561,0,116,7,237,4
71d647bf,1152,1795099,586515,834,5575,0,254,0,990,3
71f872ee,5639,1690055,188712,255,1690,0,46,0,145,0
720db86b,59513,1799320,296074,354,2496,0,2666,0,306,4
72135c44,37739,1790430,363079,665,4141,0,108,0,426,0
72298d29,1734,1769701,245099,516,2924,0,231,0,157,0
7251481e,14029,1790115,478940,527,4458,0,138,0,1269,5
7256a238,1505,625575,141310,205,1222,0,106,0,73,0
7257c0ab,30545,1659849,315775,542,3043,0,90,0,130,2
726c884c,43153,1892454,384597,457,3004,0,55,0,209,2
729dd832,2138,1776874,346154,225,1735,0,257,0,383,0
72e1c38c,29881,1754994,210842,236,1548,0,59,0,382,0
7313113c,1218,1813375,287292,362,2998,0,140,0,483,5
731c3f6b,30936,1773649,308760,347,2131,0,109,0,186,0
73340766,2694,1798034,221483,271,1747,0,327,1,148,0
73604dc8,10076,1312692,76218,234,1392,0,47,0,87,0
738c8c99,26627,1818529,469003,668,4118,0,554,0,216,0
73a14f64,1085,1731967,217514,252,1695,0,475,0,252,1
73b357f7,608,1767494,493388,567,4127,0,376,1,498,4
7400383b,205484,1577895,245715,264,1820,0,149,0,262,1
742537ba,209950,1797282,440632,289,2438,0,78,0,609,0
7425b7e1,85594,1437912,349860,407,2645,0,328,0,255,4
745e60f2,18041,1655492,816328,943,5780,0,106,0,342,1
74629ec4,18617,1804133,592961,828,5792,0,554,1,852,4
7476e3b2,57168,1565879,348120,273,2471,0,94,0,564,4
74b04381,43333,1798626,414432,360,3462,0,168,2,410,19
74c48d94,633,1860007,345316,412,2790,0,409,0,478,0
750a018c,291091,1771724,309766,373,2817,0,189,0,649,2
752dee76,34960,1800118,180682,294,1955,0,191,0,272,0
753959f8,1862,1757179,398329,263,1907,0,172,0,256,9
753c6d04,35572,1442152,396209,761,4301,0,455,0,378,0
754646df,312385,1859073,234139,168,1198,0,85,0,112,0
755df972,5441,1834201,459610,592,3371,0,198,1,147,0
7569b6be,90910,1340262,264144,221,1301,0,838,0,97,0
7570a831,32587,1765352,330705,384,2321,0,58,0,118,0
759ddfd8,4968,1864916,306800,287,2235,0,65,0,465,4
75b4ab26,1124,1804962,389659,545,3879,0,82,0,684,0
75c62f9c,2464,1800982,211357,329,1797,0,40,0,151,0
75cf2c31,4647,1728091,328877,468,3054,0,159,0,293,0
75f9383c,12777,1608783,297697,337,2442,0,55,0,178,1
76326c8b,22421,1638463,206160,387,2155,0,208,0,164,0
76704f26,2327,1799100,275141,356,2228,0,601,0,271,3
76753317,68845,1836672,155433,200,1349,0,417,0,153,0
7680b21a,1144,1770083,722143,1118,8268,0,120,0,1040,0
76b79ef0,1718,1711984,547080,712,4770,0,579,0,333,5
76e1fcc1,21686,1757929,367373,548,3222,0,130,0,249,0
76e669d8,2228,1249842,274220,234,1693,0,52,0,374,1
76faf752,5514,1747774,146312,201,1212,0,27,0,35,0
77021ea3,43485,1708032,137942,244,1657,0,87,0,294,0
7727ae8e,7562,1873887,386645,392,2887,0,144,0,351,3
774a64f4,81483,1886978,251436,317,2289,0,129,0,230,3
77673a2e,39280,1769878,386778,369,2426,0,231,0,225,0
7777fbbf,23087,1798905,540463,617,4132,0,1321,0,482,0
777c03e6,1540,1765538,177649,249,1658,0,24,0,240,0
77954073,7685,1763057,285377,351,2551,0,409,0,314,0
77a4e4b4,3611,1857884,410095,584,3443,0,75,0,134,0
77bd26b6,23522,1787739,355788,287,2278,0,375,0,497,3
77e2b5fd,1606,1768810,697463,802,6706,0,1355,0,1170,7
77e45980,34300,1774949,465979,511,3383,0,145,0,409,0
77f85738,32749,1797828,367000,482,3564,0,300,1,778,0
7812d152,5464,1747946,175858,253,1689,0,79,0,111,0
781d2597,31369,1781538,411266,370,2565,0,79,1,145,0
78421e70,46624,1754273,381850,241,1833,0,162,0,336,4
78721869,62501,1305513,287109,293,2295,0,1077,0,742,0
7872ee7f,2005,1748389,612413,461,3692,0,70,0,806,1
78c8474d,1906,1744041,334328,286,2305,0,160,0,600,0
78e1f60f,39585,1813748,219936,257,1953,0,73,0,318,0
78e8d984,2708,1702381,198368,279,1717,0,22,0,149,0
78f131a5,52605,1776293,432253,604,4045,0,101,0,595,2
79063968,1467,1777671,244894,476,3070,0,116,0,232,3
7911e416,80492,1769687,341079,272,2225,0,381,1,368,0
791be024,38807,1721853,408943,421,3230,0,92,0,437,0
793e5089,37250,1792572,356648,725,4360,0,106,0,514,0
7966d52a,45012,1851939,205534,204,1333,0,3550,0,201,0
79706890,60578,1722776,354195,323,2162,0,572,0,510,0
79749297,2022,2952433,147872,238,1590,0,105,0,223,0
7992872a,46105,1760590,182567,246,1736,0,174,0,293,0
79bcc2de,29891,1689795,178883,218,1412,0,56,0,150,0
79e96d1d,24069,1511156,257898,254,1828,0,260,1,274,1
79ee2112,56399,1767526,126625,111,914,2,62,2,95,3
79f540d1,11358,1784253,632260,638,4397,0,710,0,549,12
79f66976,20734,1720602,371497,381,2673,0,58,0,327,0
79fff502,30760,1809647,290768,313,1892,0,498,0,158,1
7a17e218,712,1798554,395409,452,3455,0,791,1,680,4
7a1fa8a8,40385,1753486,125986,390,2166,0,51,2,69,0
7a4d1680,35541,1795380,394694,417,2781,0,86,0,402,0
7a5402f9,98032,1587359,205363,203,1477,1,60,0,123,2
7a69dc57,66111,1780061,488517,452,2910,0,133,0,367,0
7a8eb928,3105,1741366,340567,427,2606,0,102,3,264,0
7ad93a2e,1150,1789878,305384,426,2467,0,110,0,130,4
7af8d365,24075,1759849,292775,332,2274,0,116,0,261,4
7b099747,1093,1802478,770395,830,6149,0,92,0,912,1
7b1c6fc7,153781,1800060,179510,301,2065,0,19,0,280,0
7b3dc2f8,6347,1771002,275140,376,2361,0,70,0,182,0
7b4bf487,1317,1722160,481580,359,3093,1,82,0,897,1
7b6d6bb4,38764,1784195,519749,729,5136,0,215,0,856,4
7b81babb,113901,1808863,781984,746,4681,0,122,0,394,1
7b8d98bd,6170,1620432,410438,369,1807,0,4887,1,69,0
7b950047,4323,1711746,388740,452,3373,0,142,0,430,9
7b9c67dd,3906,1773537,304200,262,1824,0,2213,0,122,13
7ba082b4,62296,1867034,562034,722,4253,0,194,0,308,0
7bb736ae,32693,1698248,292282,246,1809,0,22,0,215,0
7bc81b84,22670,1615884,428477,478,4174,0,79,0,506,11
7be4f0ec,12996,1780312,189065,249,1509,0,54,0,81,0
7bf0df3f,58226,1785534,323873,520,3302,0,41,0,282,0
7c0c1b5f,74770,1851062,146670,224,1450,0,28,0,106,1
7c199fb1,4811,1581095,459651,423,3599,0,184,0,1073,3
7c29b41e,27947,1778933,263916,227,2068,0,611,0,509,4
7c2af42c,258,1985385,210480,283,1756,0,55,0,165,1
7c6fb927,1335,1875338,409606,401,2962,0,150,0,563,0
7c793f53,41579,1823127,308099,369,3573,0,147,0,819,8
7c9dbe4b,2233,1794904,478652,610,4697,0,182,0,480,10
7c9f0b7c,43225,1790070,301487,472,2905,0,408,0,157,8
7d0a6bd7,66330,1822563,407563,330,2321,0,125,0,397,0
7d2a1b67,42654,1749858,464502,580,3862,0,98,0,136,3
7d9f3b3d,34058,1732255,334228,443,2956,0,278,0,440,0
7de7c09f,79376,1801958,335391,357,2546,0,151,0,367,3
7dff0acd,367805,1696590,138844,201,1098,0,168,0,120,0
7e17c4f0,27792,1762359,149891,226,1536,0,54,0,56,0
7e1f014d,53428,1759362,278678,310,2504,0,64,0,603,0
7e3030a4,1968,1628574,490330,421,3003,0,154,0,575,0
7e3237fa,64419,1647286,387350,351,2441,0,503,0,89,4
7e6cde77,24608,1857408,145729,200,1338,0,33,0,206,0
7e944bd0,1583,1147077,156712,203,1150,0,28,0,16,1
7eac4ad6,18737,1835284,368306,275,2276,0,192,0,427,14
7f0406a6,312,1742364,193008,200,1306,0,29,0,97,0
7f1703d0,1690,1744335,485098,528,3717,0,99,1,475,0
7f485095,2561,1691606,659955,705,5087,0,63,1,935,0
7f4ac329,40136,1769900,486851,536,3853,0,90,0,768,0
7f5ca0a9,1256,1787397,216146,235,1456,0,51,0,158,0
7f84e67b,17838,1561238,332402,445,2992,0,757,0,411,1
7fb70c6f,9461,1796454,334296,277,1866,0,750,0,275,3
7ff74c9d,79430,1774543,337071,510,3285,0,68,0,216,1
80204e4f,29268,1804551,480246,631,3952,0,347,0,437,1
8028b942,58145,1863091,163546,266,1759,0,376,0,144,0
80567e1e,22763,1941229,171227,202,1305,0,100,0,61,0
807c822a,1301,1830750,671229,802,5989,0,1651,0,994,11
808abe75,1006,1799015,519721,436,3908,0,215,1,1039,9
80c8e829,70826,1812973,173541,248,1354,0,857,0,83,0
811373e1,26071,1802647,445885,429,3284,0,60,0,514,0
81264ebf,82706,1843202,410568,500,3240,0,135,0,287,0
8159527a,72612,1789754,324095,307,1971,0,47,0,257,1
817c9789,26630,1818994,304592,430,3160,0,160,0,496,0
81a74596,1130,1560930,289418,371,2323,0,72,0,118,1
81a86064,65404,1801026,460119,253,3142,0,475,0,1654,2
81bc89d3,5453,1833097,535899,693,4897,0,128,0,897,0
81ccdcfd,2204,1763124,302530,435,3049,0,278,1,582,6
81cee31b,3344,1744936,222460,217,1564,0,48,0,164,0
81f5c2d4,31773,1759001,704111,717,4977,0,402,0,575,2
8204c891,26403,2128495,157112,201,1303,0,13,0,74,0
820bcf42,20093,1658991,320308,424,2812,0,253,0,357,0
82496b31,99877,1815528,586172,437,3847,0,962,1,861,1
824be298,28791,1780630,268703,291,2191,0,96,0,574,0
824f263a,31534,1802578,408128,513,3812,0,256,1,1062,6
8253f526,128720,1787952,373680,466,3406,0,235,0,505,3
8268b1e9,187313,1803916,458782,492,3412,0,84,0,619,0
827b7d94,49305,1825635,340079,438,2904,0,81,2,472,0
828b9335,39916,1875485,437129,657,4564,0,349,0,285,3
82940d15,90602,1815643,460005,382,2935,0,168,0,539,7
8294f230,70966,1811146,117761,213,1384,0,89,1,44,0
829523e8,50597,1868966,225107,301,1817,0,335,0,231,0
83184f73,160862,1758096,206950,205,1305,0,132,0,171,0
831d0606,53976,1421688,323813,287,1940,0,69,0,220,0
831f7758,74378,1870422,395460,235,2220,0,749,0,678,1
8325eeb2,974,1793918,504455,400,2775,0,4495,0,325,7
83588b63,70955,1761022,232665,226,1760,0,113,0,136,32
835c845d,1585,1799235,280805,213,1570,0,261,0,210,0
8385a336,42622,1758867,560552,548,3418,0,114,1,402,1
8387640c,68893,1807114,339736,300,1993,0,239,0,144,0
8389a706,1224,1831996,345225,387,2536,0,1939,0,416,0
8389bb25,1392,1809002,233947,258,1953,0,158,3,154,8
83977519,4380,1696602,417868,390,2703,0,71,0,481,3
83ad0a4b,91414,1763145,463472,529,3079,0,104,1,230,0
83b04f27,2550,1780672,782108,1071,5900,0,134,0,219,0
83b16bab,2027,1810680,539531,629,4121,0,488,1,411,0
83b171ba,32008,1850526,452808,601,4268,0,150,0,410,1
83b2b54f,121719,1781784,210742,278,1815,0,97,0,177,13
8404b53a,2912,1842696,160071,265,1516,0,98,0,55,0
840c0b4c,1384,1803832,269519,260,1686,0,88,0,335,0
84183990,119505,1777407,208473,354,2137,0,296,0,227,0
84221545,1245,1799630,808780,798,5600,0,316,0,1065,4
842d59a3,30997,1864346,934974,1141,6215,0,93,0,290,0
844e1ce7,23210,1818575,259558,240,1742,0,565,0,349,2
8455fb45,26343,1706713,373325,414,2413,0,374,0,209,0
845cce85,1203,1836498,323314,263,1907,0,207,1,174,17
846d9750,31791,1148899,147318,211,1248,0,43,0,35,0
8492481c,43370,1794231,220590,297,2217,0,162,0,568,1
84957285,36695,1971680,592358,520,5316,0,134,0,781,1
84965efe,75111,1755232,610366,547,3998,0,142,0,701,0
84c3dd82,2091,1716469,110531,209,1343,0,72,0,89,1
84da500a,1056,2049583,155439,280,1775,0,40,0,74,1
84e444cd,1237,1792710,556088,778,5255,0,1531,0,643,0
85003a37,29269,1792513,341621,381,2565,1,396,0,232,4
85133702,1128,1801647,216881,399,2362,0,162,0,167,0
852aa24b,469344,1850829,191713,227,1626,0,160,0,181,0
852fc430,30649,1657345,300951,268,2304,0,58,0,356,0
853a8fab,67791,1859877,172511,327,2004,0,114,0,152,0
857db4b3,2625,1537182,617311,653,4528,0,95,0,630,4
8581a825,38966,1798369,416941,518,3295,0,668,0,104,3
8581c428,72576,1845164,298847,606,4230,0,558,0,433,0
858a7bb6,105045,1820239,380153,443,3327,0,93,0,835,0
859774e5,50641,1780122,211791,316,2098,0,47,0,278,2
85c87a30,5776,1783401,343013,292,2278,0,224,1,507,0
8626c32b,1100,1950930,147066,263,1853,0,15,0,138,0
862a9560,32987,1771149,595420,684,4160,0,85,0,489,0
863dc6f9,32567,898421,412311,459,2808,0,57,0,345,0
864ca8af,4842,1717756,133882,199,1228,0,58,0,113,0
865a9203,2435,1677763,157904,211,1397,0,57,0,278,0
869a7835,43466,1702188,175610,315,1842,0,97,0,109,0
86c1dce0,1565,1795411,498691,372,3924,0,81,0,486,1
86ca6cba,97518,1810303,331988,276,2918,0,292,0,919,3
86e05a78,26868,1776009,366579,554,3852,0,79,0,297,9
87211b93,58162,1653671,432666,508,3586,0,1645,0,828,0
8732df65,120700,1834520,299346,214,1856,0,155,3,353,8
873e7f98,1659,1504390,136278,222,1351,0,57,0,72,0
874464a1,1666,1768903,811155,828,5892,0,192,0,1136,3
874e6c1a,13662,1834884,302831,266,1968,0,232,0,688,0
875aceae,36014,1774476,213967,310,2051,0,52,11,175,0
87766dff,37847,1740360,194855,208,1404,0,697,0,155,2
877780f2,2680,1805108,350303,203,2024,0,83,0,774,1
87e2154e,115922,2095830,269924,270,2271,0,306,0,230,16
881c395d,4021,1593622,161850,214,1496,0,119,0,201,0
888feeaa,1493,1816012,231002,291,1983,0,60,0,259,1
88a4f82a,3151,2142925,201682,213,1389,0,54,0,75,0
88b4e5ea,3133,1801752,374153,298,2908,0,85,1,666,2
88c152c8,1174,1816247,273854,396,3060,0,84,1,445,4
88e4475d,1642,1797240,156237,220,1337,0,69,0,119,0
8908c597,36519,1794776,314158,309,1980,0,114,0,203,0
89190107,1403,1766570,282708,218,2084,0,175,0,742,0
89353044,4417,1776272,398079,537,3673,0,160,0,804,2
896e987e,1386,1808482,178326,233,1689,0,82,0,47,0
897b3f73,1612,1800354,202352,212,1412,0,69,0,196,1
898d3ee7,19665,1786558,782634,1055,6068,0,334,0,322,2
899852bc,1605,1864438,446987,361,3183,0,253,0,977,6
89a23b9b,878,1780538,888945,639,6305,0,161,0,1083,1
89dba3b6,2162,1286123,188462,202,1145,0,13,0,80,0
89e03572,7533,1765627,242572,222,1562,0,1395,0,233,1
8a021954,3363,1804417,589322,451,3340,0,17,0,997,0
8a1aeb3a,1896,1800021,250683,268,1885,0,106,0,344,0
8a59c454,1984,1808678,567064,433,4441,0,167,0,1809,3
8a8c1ea2,2998,1814382,335513,451,2856,0,98,1,271,5
8a9500e8,1660,1778214,309487,213,1511,0,391,0,328,1
8ac53c4e,438084,1811930,115108,208,1384,0,42,0,29,1
8ac62347,737,1803239,280914,406,2956,0,260,0,298,5
8adb949f,47759,1790059,199950,221,1238,1,170,0,143,0
8aec3af2,4685,1776353,249953,444,3085,0,119,0,551,1
8b49c436,1832,1764687,246689,216,1884,0,277,0,537,1
8b59f324,1504,1753808,524791,521,3764,0,1882,0,732,2
8b5a06a2,20635,1478281,457548,289,2417,0,1452,0,485,5
8b74c1d4,72345,1814785,199297,200,1666,0,387,0,325,0
8b880106,32373,1708598,297418,294,2664,0,179,0,937,0
8b8f360d,70511,1833808,417335,458,2827,0,76,0,614,0
8bcbe7d7,1619,1198700,344287,498,3032,0,228,0,301,0
8bcd94be,1181,1716251,179980,347,2569,0,113,0,388,0
8bd44fe3,21890,1797909,539610,340,3090,0,189,0,1080,0
8c58e2db,40400,1805313,193450,213,1462,0,30,0,130,0
8c5963fb,19415,1772482,167840,298,2289,0,455,0,840,0
8c5ed7da,21324,1818186,182379,283,1888,0,72,0,251,0
8c8d7083,618,1695963,382504,437,3009,0,113,0,433,0
8c8dfd2f,862,1800921,301522,379,2577,0,2088,0,312,0
