down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl,Space,Backspace,Delete,Control,Enter
69054,1783766,433734,297,2469,0,352,1,559,13,441,549,14,1,22
2329,1285807,370684,351,2270,0,55,0,213,0,407,213,0,0,3
1049,1784575,302759,248,2179,0,80,0,326,9,331,329,0,0,4
1425,1795729,421383,651,4273,0,484,0,344,0,712,344,0,0,17
1920,1790109,377406,371,2266,0,411,0,160,0,409,160,0,0,6
4029,1799090,419239,387,3931,0,77,0,422,0,725,427,0,0,13
2077,1797497,329452,391,2924,0,638,0,388,9,532,388,0,99,10
19509,1751556,302437,266,1650,0,102,0,130,0,297,130,0,0,8
8580,1825678,142364,203,1176,0,37,0,58,0,228,58,0,1,8
30521,1796050,402273,365,2350,0,33,0,286,1,425,286,0,0,6
1905,1746393,359824,356,2352,0,1531,0,157,6,404,156,1,92,6
4516,1803780,484973,386,2935,0,54,0,597,0,457,597,0,0,8
32727,1803033,486249,754,4453,0,414,0,356,0,825,356,0,1,11
1408,1808194,473559,608,3773,0,73,0,285,0,705,285,0,0,8
730,1763740,294031,397,2660,0,124,0,250,3,459,245,5,0,10
10490,1716414,578335,592,3555,0,105,0,190,1,623,190,0,0,16
1302,1785705,161235,238,1605,0,82,0,218,0,298,210,8,1,6
26620,1754663,147172,201,1324,0,101,0,105,8,238,105,0,0,7
1025,1861248,347298,390,3119,0,492,0,471,19,491,446,25,0,10
833,1799669,398971,503,3259,0,35,0,571,0,587,571,0,0,20
1418,1738015,253560,338,2426,0,122,0,290,0,384,290,0,0,8
1039,1623344,146300,212,1269,0,30,0,89,0,229,89,0,0,0
990,1712004,454050,521,3832,0,163,0,361,4,612,361,0,0,17
778,1803467,895010,567,5119,0,630,0,1555,1,874,1555,0,0,18
1539,1775346,211325,318,1781,0,404,0,132,0,366,132,0,0,2
19903,1740661,790363,383,5050,0,320,0,1581,3,857,1594,0,0,25
27955,1349244,200988,204,1538,0,297,0,186,0,243,187,0,0,10
79343,1774849,315479,341,2135,0,89,0,274,0,401,274,0,0,7
175928,1810620,477605,582,3279,0,62,0,235,0,644,235,0,0,3
27227,1787357,250342,323,2349,0,178,0,401,3,413,399,2,0,4
100603,1709171,156124,213,1474,0,52,0,89,0,228,89,0,0,0
841,1767709,487430,693,4973,0,957,0,464,1,806,464,0,0,22
121410,1575840,161387,243,1504,0,56,0,199,0,276,199,0,0,3
1855,1800161,263200,294,2317,0,744,0,497,0,439,497,0,0,3
911,1668895,355704,485,2890,0,125,0,152,1,506,152,0,0,6
5573,1792876,226878,400,2448,0,148,0,155,0,419,155,0,0,6
1385,1773617,164812,223,1715,0,341,0,399,4,345,391,8,0,3
54461,1730588,331543,215,1739,0,102,0,428,0,297,452,0,0,4
222492,1611477,175685,310,1815,0,48,0,125,0,337,125,0,0,7
4658,1800768,199275,207,1398,0,179,0,167,0,229,167,0,0,8
56845,1789009,419631,330,2012,0,422,0,144,5,389,139,5,0,6
1872,1785262,129516,201,1340,0,59,0,149,0,236,149,0,1,4
30567,1795606,445924,433,2466,0,56,0,104,0,449,104,0,0,6
250771,1799645,147093,202,1328,0,50,0,162,0,267,160,2,0,3
247163,1784860,185361,269,1772,0,90,0,88,0,284,88,0,0,6
28902,1874433,447901,419,3630,0,2085,0,1068,0,630,1073,0,3,5
3679,1881542,660855,396,3766,0,1080,0,539,0,661,542,0,0,8
1069,1905982,178490,251,1705,0,284,0,205,0,296,205,0,0,6
1871,1755164,359083,504,3717,0,245,0,614,2,624,614,0,0,8
49872,1875198,282969,277,2428,0,150,2,250,24,387,248,0,0,11
1484,1775568,324879,215,1311,0,479,0,55,2,225,58,0,2,0
40307,1806230,258724,273,2224,0,674,0,393,11,386,393,0,0,1
42068,1593657,494408,295,2848,0,148,0,542,7,440,537,4,0,11
32215,1776525,322296,379,2158,0,84,0,120,2,412,120,0,0,10
26389,1411081,302498,407,3101,0,248,0,147,18,501,146,1,0,10
66056,1800676,537391,441,3393,0,642,0,839,2,593,839,0,0,6
937,1791932,714801,789,5268,0,121,0,617,1,897,617,0,0,8
1444,1788038,771304,914,7151,0,387,2,1703,3,1398,1696,7,2,12
1389,2038887,223411,339,2222,0,345,0,236,0,388,236,0,0,4
1208,1607315,17541,35,230,0,9,0,23,0,36,23,0,0,0
713005,1757816,117413,213,1364,0,36,0,81,0,251,81,0,0,7
5047,1808272,142806,202,1241,0,74,0,86,0,212,86,0,0,7
3901,1769982,217916,219,1564,0,115,0,104,21,267,104,0,0,19
21328,1801844,458460,666,4153,0,617,0,470,0,808,470,0,0,6
56711,1780769,390298,402,3161,0,491,0,710,0,550,710,0,0,4
1344,1828220,176205,233,1832,0,71,0,299,0,268,299,0,0,8
35879,1787672,313358,564,3130,0,122,0,112,0,641,111,1,0,16
24661,1517528,304393,256,2105,0,566,0,539,1,396,539,0,0,7
2279,1813438,388504,381,3262,0,166,0,572,10,550,552,20,0,12
174678,1770386,424535,497,3556,0,172,0,620,1,612,620,0,11,9
1203,1744506,399699,498,2837,0,354,0,149,1,524,149,0,0,4
966,1800185,416560,497,3309,0,763,0,371,0,621,371,0,0,4
1755,1750943,500712,435,3539,0,248,0,521,3,548,513,8,0,8
18147,1799129,581097,724,4548,0,112,1,405,0,919,405,0,2,14
100311,1798138,146446,242,1447,0,438,0,36,0,264,31,5,0,6
81116,1675258,166728,220,1620,0,85,0,145,4,306,158,0,0,10
5152,1728666,221015,352,2114,0,253,7,257,0,395,257,4,0,8
68075,1718898,468149,404,3448,0,384,1,927,0,608,927,0,0,11
1394,2009310,442786,437,4021,0,286,0,237,28,628,232,3,18,13
4264,1798502,282785,309,2028,0,99,0,375,0,379,375,0,0,6
2074,2366213,144833,203,1275,0,31,0,77,0,220,77,0,0,0
26600,1801554,354844,348,2580,0,57,0,404,0,445,404,0,0,4
1136,1807595,373055,373,3314,0,180,0,649,5,586,656,0,0,10
31232,1791104,208823,262,1585,0,104,0,65,0,275,66,0,0,7
24531,1796340,542208,550,4125,0,159,0,775,3,728,775,0,0,10
116811,1735282,239084,210,1720,0,122,0,397,1,267,397,0,0,5
1033,1382804,297756,483,3112,0,216,0,257,0,565,257,0,0,4
1976,1796283,491995,391,3440,0,152,1,783,7,534,782,0,2,8
75301,1813540,204312,328,2118,0,753,0,433,1,417,433,0,0,2
1926,2111163,548238,518,3715,0,496,0,678,5,719,678,0,0,0
2242,2151411,587404,519,3412,0,100,0,472,0,599,472,0,0,8
293076,1671395,258158,241,1639,0,132,0,169,0,268,167,2,0,13
1894,1813140,276964,232,1869,0,177,0,571,0,482,571,0,0,14
47299,1768889,220244,210,1475,0,158,0,80,5,230,80,0,0,18
39738,1823570,255336,268,1792,0,99,0,120,5,321,108,12,0,8
1916,1795689,114189,203,1149,0,61,0,85,0,223,85,0,0,0
3241,1843883,178733,252,1701,0,87,0,165,4,299,165,0,0,7
23887,1794846,291898,608,3882,0,82,0,127,0,622,115,12,0,8
30590,1797007,224025,345,2469,0,338,0,555,0,417,362,195,0,6
69568,1775817,268392,347,2213,0,51,0,272,0,391,272,0,0,8
3278,1808119,223079,258,1564,0,10,0,173,0,274,173,0,0,6
46324,1768139,169248,279,1661,0,418,0,129,0,324,129,0,1,3
28219,1760243,211250,242,1735,0,72,0,235,4,303,235,0,0,10
33395,2016241,284364,281,2207,0,108,0,345,2,377,345,0,0,6
55488,1794699,312300,349,2353,0,386,0,254,0,397,248,6,0,7
52991,1913863,163991,226,1532,0,302,4,145,9,266,141,0,11,5
426201,1740375,281410,411,2657,0,543,0,265,0,465,257,8,0,10
44359,1854619,238893,226,1580,0,501,0,264,0,271,264,0,0,3
47148,1797322,349204,526,3780,0,131,0,559,0,599,559,0,1,9
3218,1751366,412834,480,3436,0,134,0,531,3,616,531,0,0,3
1538,1761419,388077,509,3738,0,118,1,456,5,596,455,0,0,6
188307,1324318,196982,212,1347,0,25,0,110,0,281,110,0,0,4
35299,1735441,218080,295,1621,0,71,0,96,0,318,96,0,0,0
29685,1914238,287242,208,2309,0,562,1,583,5,448,581,0,55,6
1978,1787829,518653,788,5040,0,276,0,247,12,852,245,2,24,10
2482,1790840,147614,238,1327,0,3,0,74,0,256,74,0,0,8
1364,1704988,313989,466,2798,0,132,0,253,0,499,252,1,0,7
29693,1799245,310982,493,3055,0,427,0,245,0,562,245,0,0,12
1244,1553604,366433,400,2814,0,921,0,477,0,483,472,5,0,11
15673,1228296,418410,259,3051,0,87,0,1250,6,483,1250,0,0,2
83671,1783479,345191,318,2179,0,104,0,154,8,364,154,0,0,17
21387,1744018,599556,424,3009,0,113,0,448,0,509,448,0,0,7
33239,2051671,494399,453,4269,0,247,0,1419,0,741,1427,0,0,8
1716,1769559,474819,493,4529,0,655,4,1247,0,713,1243,0,13,17
2962,1177409,299281,564,3371,0,119,1,202,0,587,201,1,2,14
2160,1800971,531757,521,3792,0,143,0,448,11,613,447,1,4,18
2008,1786091,349914,285,2091,0,167,0,530,4,395,530,2,0,11
10637,1798511,170211,292,1967,0,45,0,396,0,351,396,0,0,10
93047,1664411,181317,205,1422,0,272,0,128,0,293,0,128,6,2
28754,1743604,235839,335,2405,0,498,0,241,0,392,243,0,0,8
10439,1791503,273100,460,2735,0,78,0,273,0,528,272,1,0,4
1367,1758788,596752,815,5122,0,448,0,474,0,898,474,0,0,17
5977,1789248,208283,297,1848,0,257,0,195,0,349,194,1,0,10
17407,1799422,283205,563,3353,0,88,0,21,2,562,20,1,0,8
48557,1745821,611626,742,4946,0,390,1,381,2,832,373,7,1,11
21746,1800724,308421,342,2480,0,1010,0,471,2,410,470,1,1,8
16066,1820202,340474,422,2604,0,637,0,242,7,481,239,3,0,10
23533,1790406,149869,201,1163,0,244,0,104,0,230,104,0,0,5
66173,1828199,195894,211,1288,0,145,0,107,0,259,105,2,0,8
28781,1767433,224347,312,2324,0,1112,0,465,0,390,421,44,0,8
13220,1803991,381342,774,4590,0,54,0,150,0,798,149,1,0,9
2577,1798474,504852,501,3827,0,154,0,853,11,658,839,14,0,15
54507,1801126,96441,202,1025,0,75,0,21,1,209,21,0,3,2
33002,1798373,289955,472,3156,0,75,0,350,1,522,350,0,0,10
34676,1859382,396323,447,3394,0,67,0,630,0,593,630,0,0,12
756,1237154,369068,487,3299,0,43,0,281,0,570,281,0,0,6
960,1655682,438177,561,4028,0,81,1,443,2,671,443,0,0,9
924,1716210,279949,279,2289,0,322,0,571,0,383,547,24,0,10
1469,1774137,197969,365,2206,0,112,0,262,1,411,262,0,0,9
993,1909766,216790,277,1453,0,219,0,57,0,282,57,0,0,0
4602,1785217,195817,342,1942,0,50,0,62,0,365,62,0,0,6
20749,1810364,519413,572,4037,0,984,0,712,1,660,712,0,0,14
1428,1801040,420295,494,3572,0,64,0,683,0,632,683,0,0,6
1852,1781722,516995,491,3242,0,112,0,273,12,613,273,0,0,13
62779,1800679,459576,260,1912,0,3066,0,422,0,341,422,0,0,10
1763,1804132,370294,472,2927,0,86,0,148,0,490,148,0,2,10
45794,1791916,224705,389,2240,0,399,0,174,0,416,174,0,0,11
61371,1853638,168660,273,1939,0,102,1,276,3,336,275,0,1,4
41785,1794685,416225,595,3668,0,145,1,325,1,653,325,0,1,9
312746,1825600,171514,240,1816,0,371,0,403,0,350,403,0,49,6
3495,1775397,449269,380,2609,0,56,0,461,0,454,461,0,0,8
1647,1813401,242682,383,2266,0,174,0,219,0,446,219,0,0,8
1875,1783962,202182,215,1567,0,73,0,150,1,231,149,0,4,12
8687,1807227,317141,387,2822,0,319,0,254,2,429,254,0,0,8
129116,1799132,318541,340,2628,0,69,0,406,5,462,400,6,0,6
154166,1614742,126411,218,1346,0,23,0,105,0,269,105,0,0,2
34418,1768997,228203,213,1508,0,772,0,276,2,254,276,0,0,5
2294,1800617,619667,212,3318,0,15,0,1847,0,448,1831,16,0,14
38886,1801614,482998,265,3033,0,76,0,1468,0,644,1468,0,0,6
42475,1767649,228160,301,1862,0,70,0,113,0,323,113,0,0,8
4177,1637836,159692,315,2121,0,78,0,311,0,371,311,0,0,8
26878,1811047,202440,226,1353,0,212,0,135,1,249,133,2,1,9
36346,1712441,648095,529,3590,0,58,0,376,0,608,376,0,1,3
8075,1747198,197462,209,1537,0,45,0,308,0,291,308,0,0,2
4817,1793701,147428,246,1423,0,76,0,88,0,283,87,1,0,3
30837,1760187,234699,231,2193,0,108,0,703,7,376,709,1,0,10
59886,1691354,534585,554,3602,0,91,0,449,0,626,449,0,0,10
77583,1789118,164536,245,1619,0,75,0,219,0,302,219,0,3,19
44986,1774053,531477,587,3316,0,110,0,347,0,641,347,0,0,13
50236,1797450,247779,358,2227,0,182,0,165,0,373,165,0,0,11
1460,1798399,146463,304,1894,0,48,0,190,0,338,190,0,0,4
29424,1727470,428778,525,3444,0,100,0,176,0,604,153,24,0,6
21506,1792939,244527,558,3537,0,93,0,376,0,614,376,0,0,11
18814,1817180,355386,358,2214,0,537,1,185,7,405,167,3,74,8
4631,1817340,317225,406,2577,0,240,0,219,2,452,219,0,0,3
46480,1801256,276379,296,2134,0,692,0,268,2,351,268,0,0,5
51418,5013625,643408,428,6198,0,262,0,2455,5,973,2460,9,0,19
2567,1802750,899083,887,5735,0,451,0,957,0,1102,957,0,0,27
429135,2063388,161082,202,1396,0,132,1,201,1,247,58,173,2,6
34324,1802526,155372,216,1605,0,65,0,185,0,233,194,0,0,8
2219,1795469,398462,479,3403,0,79,0,706,0,573,706,0,0,9
2813,1657071,541614,438,4030,0,134,0,859,5,763,859,0,0,4
799,1798911,480775,627,4421,0,355,0,526,4,784,526,0,1,14
1055,1857285,487986,771,5743,0,340,0,1016,5,1043,1016,0,0,36
34579,1793816,241082,307,1830,0,62,0,103,0,346,103,0,0,4
28250,1799321,507472,655,4203,0,1294,0,519,1,737,519,0,0,8
271648,2336527,184189,204,1572,0,71,0,288,0,250,298,0,0,3
20262,1787800,207354,413,2634,0,140,0,353,1,471,362,0,0,7
29063,1797038,532237,622,4323,0,156,3,567,1,1079,569,0,0,14
96616,2804862,404520,432,3352,0,111,1,800,5,548,800,0,0,9
867,1829527,386027,438,3464,0,158,3,570,12,573,565,0,0,12
2923,1840408,614333,814,5609,0,273,0,610,3,931,610,0,1,10
32159,1769992,461878,502,4361,0,317,0,567,12,735,567,0,0,12
8538,1786282,183770,242,1558,0,527,0,181,1,280,186,0,0,2
40090,1793891,262268,352,2032,0,163,0,125,1,390,125,0,0,6
143315,1818908,184574,214,1333,0,747,0,117,1,227,117,0,2,8
1783,1786902,173625,309,2022,0,108,0,191,0,344,190,1,0,2
11677,1223516,158221,202,1195,0,63,0,63,0,212,63,0,0,2
1010,1750391,582150,758,4763,0,615,0,287,4,834,287,0,0,14
19495,1771316,566578,445,3509,0,142,0,601,12,591,592,10,0,14
2742,1797625,416073,483,3401,0,93,0,377,3,551,377,0,0,10
2703,1835840,182691,329,1902,0,430,0,141,0,360,141,0,0,6
1521,1795695,620364,826,5478,0,449,0,765,0,959,765,0,0,19
1195,1516265,181106,300,2063,0,503,0,301,0,345,301,0,0,5
1283,2042220,210524,207,1410,0,19,0,214,0,235,214,0,0,8
23514,1811581,300070,526,3128,0,163,0,139,2,561,95,44,0,6
27145,1742833,386950,362,2854,0,199,0,693,4,539,693,0,0,5
3185,1950958,103253,208,1277,0,63,0,82,0,239,87,0,0,9
97589,1807143,482108,496,3484,0,541,0,742,0,616,742,0,0,9
54182,1704802,278884,391,2424,0,107,0,215,5,439,215,0,0,6
51574,1684821,327234,314,1853,0,100,0,224,0,357,224,0,0,4
4705,1374037,216615,295,2162,0,43,0,296,1,316,296,0,0,8
5730,2452088,140399,211,1363,0,69,0,49,0,219,49,0,0,5
1855,1794286,478301,503,3807,0,1240,0,756,0,687,756,0,0,6
28200,1821793,208125,261,1543,0,161,0,37,0,269,33,4,5,8
113076,1725903,271871,386,2506,0,89,0,290,1,443,290,0,0,8
1654,1237277,173462,298,1858,0,705,0,104,0,318,104,0,0,6
72526,1551652,146184,256,1640,1,292,0,123,1,284,123,0,0,7
2078,1523834,346059,411,2582,0,42,0,78,0,447,78,0,0,4
58702,1802170,428369,584,3123,0,236,0,59,0,604,58,1,0,18
40633,1797188,541819,577,4523,0,85,0,839,4,726,839,0,0,10
38947,1850525,423244,746,4317,0,93,0,150,0,792,150,0,7,10
7543,1122306,223646,270,2004,0,79,1,238,4,363,240,0,0,11
24232,1628623,504307,696,4609,0,171,2,759,2,869,759,0,0,9
5203,1811856,376148,385,2907,0,84,0,270,3,498,270,0,0,14
20085,1849661,377575,365,2635,0,119,2,310,7,449,309,0,0,19
2436,1755359,179803,340,2084,0,79,0,67,4,360,67,0,0,8
863,1864475,279735,240,1849,0,144,1,454,0,264,453,0,2,268
1876,1806795,355881,316,2325,0,27,0,77,1,444,77,0,1,3
1608,1918507,583360,677,5743,0,598,0,1159,2,901,1144,15,156,12
7188,1757980,234176,308,1947,0,74,0,195,0,352,195,0,0,9
17281,1775902,183537,201,1579,0,105,0,396,0,625,396,0,2,7
1311,1799772,252434,293,2028,0,231,0,291,0,349,291,0,0,7
1563,673774,256750,415,2472,0,37,0,198,0,452,198,0,0,7
2049,1770555,213283,369,2407,0,119,0,212,0,414,198,14,0,4
23254,1801899,200722,228,1663,0,59,0,111,1,279,94,29,0,4
2181,1809284,189296,322,1998,0,88,0,138,0,372,138,0,0,3
56462,1744934,304628,423,2755,0,110,21,277,1,527,277,0,0,8
97026,1791184,370296,379,2557,0,134,0,304,3,440,304,0,0,5
194913,1845282,311502,300,1988,0,96,0,346,0,364,341,5,0,10
16196,1788373,333230,563,4103,0,105,1,157,8,715,157,0,0,11
3643,457197,190120,202,1193,0,22,0,69,0,227,69,0,0,2
22573,1816007,255881,335,1990,0,59,0,171,0,367,171,0,0,7
1281,1873255,195882,241,1840,0,129,0,251,1,508,251,0,0,4
30528,1791911,422321,326,2572,0,303,0,580,0,463,580,1,0,8
196453,1802560,140284,213,1396,0,41,0,157,0,284,157,0,0,4
39020,1316842,313613,318,2260,0,82,0,390,0,406,390,0,0,6
42733,1792238,401947,303,1872,0,80,0,67,0,363,67,0,0,7
4098,1808513,616590,639,4117,0,74,0,249,0,714,249,0,0,3
20007,1737562,131641,210,1246,0,109,0,98,0,246,98,0,0,2
1244,1802181,144277,270,1426,0,194,0,47,2,278,47,0,0,6
8752,1817903,433893,346,2477,0,124,0,145,7,415,145,1,8,2
2253,1817804,243310,268,1901,0,687,0,374,0,327,367,7,0,27
63396,1789537,269387,430,2471,0,280,0,156,1,463,156,0,0,8
717,430216,139152,237,1570,0,45,0,68,2,252,68,0,0,8
1421,1802927,487233,549,4119,0,370,0,788,3,727,788,0,0,14
130141,1576568,172080,263,1721,0,48,0,245,0,311,245,0,0,4
3781,1753911,406485,532,3716,0,59,0,247,4,609,247,0,0,7
46769,1799643,284669,269,2182,0,395,0,597,2,379,597,0,0,6
62328,1812474,580471,206,5083,0,81,0,327,0,4040,327,0,1,70
38054,1733839,296155,380,2499,0,207,0,301,2,471,304,0,1,5
2035,1803638,333093,349,2389,0,64,0,187,0,422,187,0,1,2
24966,1770635,256654,403,2661,0,226,0,259,0,454,259,0,0,8
29160,1810685,457187,488,3105,0,102,1,214,2,572,213,0,0,8
3588,1780522,677935,552,4563,0,623,0,863,21,721,863,0,4,16
38953,1779330,363466,489,3719,0,229,0,801,0,626,801,0,0,7
10720,1800189,204242,251,1675,0,1182,0,223,2,307,184,39,0,11
33803,1803070,221193,287,2042,0,83,1,453,1,378,453,0,0,7
2006,1801790,167880,235,1621,0,43,0,303,0,337,303,0,0,3
1302,1770059,380712,522,3599,0,117,0,561,2,628,561,0,0,8
35879,1684254,538550,306,2570,0,123,0,911,0,528,912,0,0,16
1232,1662203,258708,421,2923,0,1094,1,595,0,506,595,0,6,6
1504,1837777,280080,228,1373,0,49,0,99,0,244,102,0,0,3
123299,1810369,186708,238,1618,0,224,0,374,0,412,394,0,0,11
49081,1768934,106799,205,1306,0,191,0,159,0,233,159,0,0,2
44611,1808365,156140,277,1561,0,116,7,237,4,292,241,0,0,6
1152,1795099,586515,834,5575,0,254,0,990,3,1063,990,0,0,8
5639,1690055,188712,255,1690,0,46,0,145,0,274,139,8,0,2
59513,1799320,296074,354,2496,0,2666,0,306,4,409,271,35,3,9
37739,1790430,363079,665,4141,0,108,0,426,0,780,426,0,0,8
1734,1769701,245099,516,2924,0,231,0,157,0,557,157,0,0,3
14029,1790115,478940,527,4458,0,138,0,1269,5,742,1269,0,0,6
1505,625575,141310,205,1222,0,106,0,73,0,217,73,0,4,4
30545,1659849,315775,542,3043,0,90,0,130,2,565,130,0,0,8
43153,1892454,384597,457,3004,0,55,0,209,2,485,209,2,0,6
2138,1776874,346154,225,1735,0,257,0,383,0,280,395,0,0,5
29881,1754994,210842,236,1548,0,59,0,382,0,270,382,0,0,4
1218,1813375,287292,362,2998,0,140,0,483,5,471,462,28,0,4
30936,1773649,308760,347,2131,0,109,0,186,0,384,186,0,0,5
2694,1798034,221483,271,1747,0,327,1,148,0,344,147,0,10,12
10076,1312692,76218,234,1392,0,47,0,87,0,253,87,0,0,2
26627,1818529,469003,668,4118,0,554,0,216,0,707,216,0,0,14
1085,1731967,217514,252,1695,0,475,0,252,1,296,259,1,0,4
608,1767494,493388,567,4127,0,376,1,498,4,699,496,1,3,15
205484,1577895,245715,264,1820,0,149,0,262,1,309,261,4,0,9
209950,1797282,440632,289,2438,0,78,0,609,0,382,609,0,0,2
85594,1437912,349860,407,2645,0,328,0,255,4,458,255,0,0,14
18041,1655492,816328,943,5780,0,106,0,342,1,1000,342,0,1,13
18617,1804133,592961,828,5792,0,554,1,852,4,958,852,0,7,12
57168,1565879,348120,273,2471,0,94,0,564,4,426,564,0,0,13
43333,1798626,414432,360,3462,0,168,2,410,19,559,409,0,0,8
633,1860007,345316,412,2790,0,409,0,478,0,491,484,0,1,10
291091,1771724,309766,373,2817,0,189,0,649,2,543,630,19,0,13
34960,1800118,180682,294,1955,0,191,0,272,0,311,272,0,0,10
1862,1757179,398329,263,1907,0,172,0,256,9,324,251,5,0,9
35572,1442152,396209,761,4301,0,455,0,378,0,847,378,0,0,6
312385,1859073,234139,168,1198,0,85,0,112,0,184,112,0,2,41
5441,1834201,459610,592,3371,0,198,1,147,0,606,146,1,1,6
90910,1340262,264144,221,1301,0,838,0,97,0,250,97,0,0,6
32587,1765352,330705,384,2321,0,58,0,118,0,410,118,0,0,17
4968,1864916,306800,287,2235,0,65,0,465,4,358,465,0,0,9
1124,1804962,389659,545,3879,0,82,0,684,0,685,684,0,0,5
2464,1800982,211357,329,1797,0,40,0,151,0,366,151,0,0,4
4647,1728091,328877,468,3054,0,159,0,293,0,521,293,0,0,3
12777,1608783,297697,337,2442,0,55,0,178,1,372,178,0,0,8
22421,1638463,206160,387,2155,0,208,0,164,0,424,163,2,0,4
2327,1799100,275141,356,2228,0,601,0,271,3,424,271,0,0,3
68845,1836672,155433,200,1349,0,417,0,153,0,232,153,0,0,0
1144,1770083,722143,1118,8268,0,120,0,1040,0,1495,1041,0,0,20
1718,1711984,547080,712,4770,0,579,0,333,5,789,343,0,0,14
21686,1757929,367373,548,3222,0,130,0,249,0,615,248,1,0,10
2228,1249842,274220,234,1693,0,52,0,374,1,267,374,0,0,7
5514,1747774,146312,201,1212,0,27,0,35,0,207,35,0,0,5
43485,1708032,137942,244,1657,0,87,0,294,0,310,294,0,0,2
7562,1873887,386645,392,2887,0,144,0,351,3,469,355,0,0,3
81483,1886978,251436,317,2289,0,129,0,230,3,483,230,0,0,7
39280,1769878,386778,369,2426,0,231,0,225,0,422,202,23,0,3
23087,1798905,540463,617,4132,0,1321,0,482,0,695,429,53,0,12
1540,1765538,177649,249,1658,0,24,0,240,0,284,240,0,0,7
7685,1763057,285377,351,2551,0,409,0,314,0,440,314,0,0,7
3611,1857884,410095,584,3443,0,75,0,134,0,615,134,0,0,5
23522,1787739,355788,287,2278,0,375,0,497,3,423,482,23,0,4
1606,1768810,697463,802,6706,0,1355,0,1170,7,1144,1170,0,0,26
34300,1774949,465979,511,3383,0,145,0,409,0,595,398,11,0,6
32749,1797828,367000,482,3564,0,300,1,778,0,657,776,2,0,8
5464,1747946,175858,253,1689,0,79,0,111,0,271,120,1,0,4
31369,1781538,411266,370,2565,0,79,1,145,0,470,143,2,2,13
46624,1754273,381850,241,1833,0,162,0,336,4,331,336,0,1,8
62501,1305513,287109,293,2295,0,1077,0,742,0,439,823,0,0,5
2005,1748389,612413,461,3692,0,70,0,806,1,585,791,15,0,5
1906,1744041,334328,286,2305,0,160,0,600,0,401,590,10,0,6
39585,1813748,219936,257,1953,0,73,0,318,0,330,322,0,0,5
2708,1702381,198368,279,1717,0,22,0,149,0,304,149,0,0,6
52605,1776293,432253,604,4045,0,101,0,595,2,714,595,0,0,10
1467,1777671,244894,476,3070,0,116,0,232,3,558,232,0,0,11
80492,1769687,341079,272,2225,0,381,1,368,0,370,368,0,0,17
38807,1721853,408943,421,3230,0,92,0,437,0,569,438,0,0,10
37250,1792572,356648,725,4360,0,106,0,514,0,824,514,1,0,14
45012,1851939,205534,204,1333,0,3550,0,201,0,355,201,0,0,6
60578,1722776,354195,323,2162,0,572,0,510,0,402,510,0,0,10
2022,2952433,147872,238,1590,0,105,0,223,0,271,229,0,0,5
46105,1760590,182567,246,1736,0,174,0,293,0,303,293,0,0,8
29891,1689795,178883,218,1412,0,56,0,150,0,235,150,0,0,10
24069,1511156,257898,254,1828,0,260,1,274,1,300,274,0,0,5
56399,1767526,126625,111,914,2,62,2,95,3,151,94,0,0,4
11358,1784253,632260,638,4397,0,710,0,549,12,793,547,2,23,8
20734,1720602,371497,381,2673,0,58,0,327,0,442,327,0,0,6
30760,1809647,290768,313,1892,0,498,0,158,1,358,157,1,0,8
712,1798554,395409,452,3455,0,791,1,680,4,590,681,0,7,9
40385,1753486,125986,390,2166,0,51,2,69,0,416,69,0,0,6
35541,1795380,394694,417,2781,0,86,0,402,0,521,402,0,0,4
98032,1587359,205363,203,1477,1,60,0,123,2,232,123,0,0,7
66111,1780061,488517,452,2910,0,133,0,367,0,550,367,0,0,6
3105,1741366,340567,427,2606,0,102,3,264,0,493,264,0,7,7
1150,1789878,305384,426,2467,0,110,0,130,4,458,130,0,0,6
24075,1759849,292775,332,2274,0,116,0,261,4,429,249,13,0,8
1093,1802478,770395,830,6149,0,92,0,912,1,1010,912,0,0,4
153781,1800060,179510,301,2065,0,19,0,280,0,363,280,0,0,6
6347,1771002,275140,376,2361,0,70,0,182,0,402,182,0,0,5
1317,1722160,481580,359,3093,1,82,0,897,1,546,894,3,0,9
38764,1784195,519749,729,5136,0,215,0,856,4,873,856,0,0,14
113901,1808863,781984,746,4681,0,122,0,394,1,866,394,0,0,9
6170,1620432,410438,369,1807,0,4887,1,69,0,332,69,0,2,4
4323,1711746,388740,452,3373,0,142,0,430,9,608,430,0,0,6
3906,1773537,304200,262,1824,0,2213,0,122,13,303,120,2,77,16
62296,1867034,562034,722,4253,0,194,0,308,0,786,308,0,0,15
32693,1698248,292282,246,1809,0,22,0,215,0,307,215,0,1,9
22670,1615884,428477,478,4174,0,79,0,506,11,655,506,0,0,4
12996,1780312,189065,249,1509,0,54,0,81,0,255,81,0,0,9
58226,1785534,323873,520,3302,0,41,0,282,0,563,282,0,0,10
74770,1851062,146670,224,1450,0,28,0,106,1,260,106,0,0,8
4811,1581095,459651,423,3599,0,184,0,1073,3,648,1072,2,0,9
27947,1778933,263916,227,2068,0,611,0,509,4,340,509,0,0,6
258,1985385,210480,283,1756,0,55,0,165,1,306,165,0,0,8
1335,1875338,409606,401,2962,0,150,0,563,0,498,549,14,0,6
41579,1823127,308099,369,3573,0,147,0,819,8,633,735,84,0,7
2233,1794904,478652,610,4697,0,182,0,480,10,799,480,0,0,24
