down_time,up_time,action_time,word_count,Inpu,Move,Nonp,Past,Remo,Repl
1124,1804962,389659,545,3879,0,82,0,684,0
2464,1800982,211357,329,1797,0,40,0,151,0
4647,1728091,328877,468,3054,0,159,0,293,0
12777,1608783,297697,337,2442,0,55,0,178,1
22421,1638463,206160,387,2155,0,208,0,164,0
2327,1799100,275141,356,2228,0,601,0,271,3
68845,1836672,155433,200,1349,0,417,0,153,0
1144,1770083,722143,1118,8268,0,120,0,1040,0
1718,1711984,547080,712,4770,0,579,0,333,5
21686,1757929,367373,548,3222,0,130,0,249,0
2228,1249842,274220,234,1693,0,52,0,374,1
5514,1747774,146312,201,1212,0,27,0,35,0
43485,1708032,137942,244,1657,0,87,0,294,0
7562,1873887,386645,392,2887,0,144,0,351,3
81483,1886978,251436,317,2289,0,129,0,230,3
39280,1769878,386778,369,2426,0,231,0,225,0
23087,1798905,540463,617,4132,0,1321,0,482,0
1540,1765538,177649,249,1658,0,24,0,240,0
7685,1763057,285377,351,2551,0,409,0,314,0
3611,1857884,410095,584,3443,0,75,0,134,0
23522,1787739,355788,287,2278,0,375,0,497,3
1606,1768810,697463,802,6706,0,1355,0,1170,7
34300,1774949,465979,511,3383,0,145,0,409,0
32749,1797828,367000,482,3564,0,300,1,778,0
5464,1747946,175858,253,1689,0,79,0,111,0
31369,1781538,411266,370,2565,0,79,1,145,0
46624,1754273,381850,241,1833,0,162,0,336,4
62501,1305513,287109,293,2295,0,1077,0,742,0
2005,1748389,612413,461,3692,0,70,0,806,1
1906,1744041,334328,286,2305,0,160,0,600,0
39585,1813748,219936,257,1953,0,73,0,318,0
2708,1702381,198368,279,1717,0,22,0,149,0
52605,1776293,432253,604,4045,0,101,0,595,2
1467,1777671,244894,476,3070,0,116,0,232,3
80492,1769687,341079,272,2225,0,381,1,368,0
38807,1721853,408943,421,3230,0,92,0,437,0
37250,1792572,356648,725,4360,0,106,0,514,0
45012,1851939,205534,204,1333,0,3550,0,201,0
60578,1722776,354195,323,2162,0,572,0,510,0
2022,2952433,147872,238,1590,0,105,0,223,0
46105,1760590,182567,246,1736,0,174,0,293,0
29891,1689795,178883,218,1412,0,56,0,150,0
24069,1511156,257898,254,1828,0,260,1,274,1
56399,1767526,126625,111,914,2,62,2,95,3
11358,1784253,632260,638,4397,0,710,0,549,12
20734,1720602,371497,381,2673,0,58,0,327,0
30760,1809647,290768,313,1892,0,498,0,158,1
712,1798554,395409,452,3455,0,791,1,680,4
40385,1753486,125986,390,2166,0,51,2,69,0
35541,1795380,394694,417,2781,0,86,0,402,0
98032,1587359,205363,203,1477,1,60,0,123,2
66111,1780061,488517,452,2910,0,133,0,367,0
3105,1741366,340567,427,2606,0,102,3,264,0
1150,1789878,305384,426,2467,0,110,0,130,4
24075,1759849,292775,332,2274,0,116,0,261,4
1093,1802478,770395,830,6149,0,92,0,912,1
153781,1800060,179510,301,2065,0,19,0,280,0
6347,1771002,275140,376,2361,0,70,0,182,0
1317,1722160,481580,359,3093,1,82,0,897,1
38764,1784195,519749,729,5136,0,215,0,856,4
113901,1808863,781984,746,4681,0,122,0,394,1
6170,1620432,410438,369,1807,0,4887,1,69,0
4323,1711746,388740,452,3373,0,142,0,430,9
3906,1773537,304200,262,1824,0,2213,0,122,13
62296,1867034,562034,722,4253,0,194,0,308,0
32693,1698248,292282,246,1809,0,22,0,215,0
22670,1615884,428477,478,4174,0,79,0,506,11
12996,1780312,189065,249,1509,0,54,0,81,0
58226,1785534,323873,520,3302,0,41,0,282,0
74770,1851062,146670,224,1450,0,28,0,106,1
4811,1581095,459651,423,3599,0,184,0,1073,3
27947,1778933,263916,227,2068,0,611,0,509,4
258,1985385,210480,283,1756,0,55,0,165,1
1335,1875338,409606,401,2962,0,150,0,563,0
41579,1823127,308099,369,3573,0,147,0,819,8
2233,1794904,478652,610,4697,0,182,0,480,10
43225,1790070,301487,472,2905,0,408,0,157,8
66330,1822563,407563,330,2321,0,125,0,397,0
42654,1749858,464502,580,3862,0,98,0,136,3
34058,1732255,334228,443,2956,0,278,0,440,0
79376,1801958,335391,357,2546,0,151,0,367,3
367805,1696590,138844,201,1098,0,168,0,120,0
27792,1762359,149891,226,1536,0,54,0,56,0
53428,1759362,278678,310,2504,0,64,0,603,0
1968,1628574,490330,421,3003,0,154,0,575,0
64419,1647286,387350,351,2441,0,503,0,89,4
24608,1857408,145729,200,1338,0,33,0,206,0
1583,1147077,156712,203,1150,0,28,0,16,1
18737,1835284,368306,275,2276,0,192,0,427,14
312,1742364,193008,200,1306,0,29,0,97,0
1690,1744335,485098,528,3717,0,99,1,475,0
2561,1691606,659955,705,5087,0,63,1,935,0
40136,1769900,486851,536,3853,0,90,0,768,0
1256,1787397,216146,235,1456,0,51,0,158,0
17838,1561238,332402,445,2992,0,757,0,411,1
9461,1796454,334296,277,1866,0,750,0,275,3
79430,1774543,337071,510,3285,0,68,0,216,1
29268,1804551,480246,631,3952,0,347,0,437,1
58145,1863091,163546,266,1759,0,376,0,144,0
22763,1941229,171227,202,1305,0,100,0,61,0
1301,1830750,671229,802,5989,0,1651,0,994,11
1006,1799015,519721,436,3908,0,215,1,1039,9
70826,1812973,173541,248,1354,0,857,0,83,0
26071,1802647,445885,429,3284,0,60,0,514,0
82706,1843202,410568,500,3240,0,135,0,287,0
72612,1789754,324095,307,1971,0,47,0,257,1
26630,1818994,304592,430,3160,0,160,0,496,0
1130,1560930,289418,371,2323,0,72,0,118,1
65404,1801026,460119,253,3142,0,475,0,1654,2
5453,1833097,535899,693,4897,0,128,0,897,0
2204,1763124,302530,435,3049,0,278,1,582,6
3344,1744936,222460,217,1564,0,48,0,164,0
31773,1759001,704111,717,4977,0,402,0,575,2
26403,2128495,157112,201,1303,0,13,0,74,0
20093,1658991,320308,424,2812,0,253,0,357,0
99877,1815528,586172,437,3847,0,962,1,861,1
28791,1780630,268703,291,2191,0,96,0,574,0
31534,1802578,408128,513,3812,0,256,1,1062,6
128720,1787952,373680,466,3406,0,235,0,505,3
187313,1803916,458782,492,3412,0,84,0,619,0
49305,1825635,340079,438,2904,0,81,2,472,0
39916,1875485,437129,657,4564,0,349,0,285,3
90602,1815643,460005,382,2935,0,168,0,539,7
70966,1811146,117761,213,1384,0,89,1,44,0
50597,1868966,225107,301,1817,0,335,0,231,0
160862,1758096,206950,205,1305,0,132,0,171,0
53976,1421688,323813,287,1940,0,69,0,220,0
74378,1870422,395460,235,2220,0,749,0,678,1
974,1793918,504455,400,2775,0,4495,0,325,7
70955,1761022,232665,226,1760,0,113,0,136,32
1585,1799235,280805,213,1570,0,261,0,210,0
42622,1758867,560552,548,3418,0,114,1,402,1
68893,1807114,339736,300,1993,0,239,0,144,0
1224,1831996,345225,387,2536,0,1939,0,416,0
1392,1809002,233947,258,1953,0,158,3,154,8
4380,1696602,417868,390,2703,0,71,0,481,3
91414,1763145,463472,529,3079,0,104,1,230,0
2550,1780672,782108,1071,5900,0,134,0,219,0
2027,1810680,539531,629,4121,0,488,1,411,0
32008,1850526,452808,601,4268,0,150,0,410,1
121719,1781784,210742,278,1815,0,97,0,177,13
2912,1842696,160071,265,1516,0,98,0,55,0
1384,1803832,269519,260,1686,0,88,0,335,0
119505,1777407,208473,354,2137,0,296,0,227,0
1245,1799630,808780,798,5600,0,316,0,1065,4
30997,1864346,934974,1141,6215,0,93,0,290,0
23210,1818575,259558,240,1742,0,565,0,349,2
26343,1706713,373325,414,2413,0,374,0,209,0
1203,1836498,323314,263,1907,0,207,1,174,17
31791,1148899,147318,211,1248,0,43,0,35,0
43370,1794231,220590,297,2217,0,162,0,568,1
36695,1971680,592358,520,5316,0,134,0,781,1
75111,1755232,610366,547,3998,0,142,0,701,0
2091,1716469,110531,209,1343,0,72,0,89,1
1056,2049583,155439,280,1775,0,40,0,74,1
1237,1792710,556088,778,5255,0,1531,0,643,0
29269,1792513,341621,381,2565,1,396,0,232,4
1128,1801647,216881,399,2362,0,162,0,167,0
469344,1850829,191713,227,1626,0,160,0,181,0
30649,1657345,300951,268,2304,0,58,0,356,0
67791,1859877,172511,327,2004,0,114,0,152,0
2625,1537182,617311,653,4528,0,95,0,630,4
38966,1798369,416941,518,3295,0,668,0,104,3
72576,1845164,298847,606,4230,0,558,0,433,0
105045,1820239,380153,443,3327,0,93,0,835,0
50641,1780122,211791,316,2098,0,47,0,278,2
5776,1783401,343013,292,2278,0,224,1,507,0
1100,1950930,147066,263,1853,0,15,0,138,0
32987,1771149,595420,684,4160,0,85,0,489,0
32567,898421,412311,459,2808,0,57,0,345,0
4842,1717756,133882,199,1228,0,58,0,113,0
2435,1677763,157904,211,1397,0,57,0,278,0
43466,1702188,175610,315,1842,0,97,0,109,0
1565,1795411,498691,372,3924,0,81,0,486,1
97518,1810303,331988,276,2918,0,292,0,919,3
26868,1776009,366579,554,3852,0,79,0,297,9
58162,1653671,432666,508,3586,0,1645,0,828,0
120700,1834520,299346,214,1856,0,155,3,353,8
1659,1504390,136278,222,1351,0,57,0,72,0
1666,1768903,811155,828,5892,0,192,0,1136,3
13662,1834884,302831,266,1968,0,232,0,688,0
36014,1774476,213967,310,2051,0,52,11,175,0
37847,1740360,194855,208,1404,0,697,0,155,2
2680,1805108,350303,203,2024,0,83,0,774,1
115922,2095830,269924,270,2271,0,306,0,230,16
4021,1593622,161850,214,1496,0,119,0,201,0
1493,1816012,231002,291,1983,0,60,0,259,1
3151,2142925,201682,213,1389,0,54,0,75,0
3133,1801752,374153,298,2908,0,85,1,666,2
1174,1816247,273854,396,3060,0,84,1,445,4
1642,1797240,156237,220,1337,0,69,0,119,0
36519,1794776,314158,309,1980,0,114,0,203,0
1403,1766570,282708,218,2084,0,175,0,742,0
4417,1776272,398079,537,3673,0,160,0,804,2
1386,1808482,178326,233,1689,0,82,0,47,0
1612,1800354,202352,212,1412,0,69,0,196,1
19665,1786558,782634,1055,6068,0,334,0,322,2
1605,1864438,446987,361,3183,0,253,0,977,6
878,1780538,888945,639,6305,0,161,0,1083,1
2162,1286123,188462,202,1145,0,13,0,80,0
7533,1765627,242572,222,1562,0,1395,0,233,1
3363,1804417,589322,451,3340,0,17,0,997,0
1896,1800021,250683,268,1885,0,106,0,344,0
1984,1808678,567064,433,4441,0,167,0,1809,3
2998,1814382,335513,451,2856,0,98,1,271,5
1660,1778214,309487,213,1511,0,391,0,328,1
438084,1811930,115108,208,1384,0,42,0,29,1
737,1803239,280914,406,2956,0,260,0,298,5
47759,1790059,199950,221,1238,1,170,0,143,0
4685,1776353,249953,444,3085,0,119,0,551,1
1832,1764687,246689,216,1884,0,277,0,537,1
1504,1753808,524791,521,3764,0,1882,0,732,2
20635,1478281,457548,289,2417,0,1452,0,485,5
72345,1814785,199297,200,1666,0,387,0,325,0
32373,1708598,297418,294,2664,0,179,0,937,0
70511,1833808,417335,458,2827,0,76,0,614,0
1619,1198700,344287,498,3032,0,228,0,301,0
1181,1716251,179980,347,2569,0,113,0,388,0
21890,1797909,539610,340,3090,0,189,0,1080,0
40400,1805313,193450,213,1462,0,30,0,130,0
19415,1772482,167840,298,2289,0,455,0,840,0
21324,1818186,182379,283,1888,0,72,0,251,0
618,1695963,382504,437,3009,0,113,0,433,0
862,1800921,301522,379,2577,0,2088,0,312,0
117007,1841191,378004,230,2022,0,127,0,619,0
2900,1785240,498854,405,3152,0,98,0,813,0
9826,1839926,339397,506,3173,0,79,0,146,0
35854,1736546,335386,479,3206,0,96,0,249,4
27646,1733854,354145,411,2734,0,563,0,341,1
48087,1787639,171361,290,1770,0,79,0,165,0
37976,1799939,325664,463,2998,0,134,0,73,5
14291,1751161,321655,631,4075,0,456,0,306,9
64895,1774001,276101,302,2266,0,84,0,372,3
2112,1796314,604677,701,4598,0,2648,0,692,0
1891,1712231,156816,229,1519,0,237,0,98,15
8989,1794843,285434,362,2275,0,57,0,147,3
31218,1781956,173301,260,1666,0,463,0,132,0
4877,1805297,330770,417,2678,0,340,0,313,1
65987,1720392,274488,339,2322,0,72,0,395,0
1444,1686547,321325,413,2929,0,116,0,504,0
25796,1766369,396446,377,2934,0,177,0,627,1
32655,1799761,410969,384,3774,0,490,0,1586,0
136942,1776791,74218,73,530,0,89,1,50,2
1203,1830210,723865,585,4165,0,298,0,638,5
14676,1625298,161789,287,1934,0,90,0,121,7
23802,1850370,550217,726,4412,0,118,0,251,0
36243,2890297,161474,282,1674,0,284,0,81,0
51760,1792083,225931,289,1705,0,94,0,203,0
30362,1522944,285929,424,2606,0,65,0,202,0
1956,1803039,209551,200,1298,0,290,0,134,0
1502,1809642,169975,262,1528,0,67,0,69,0
13308,1800345,570678,497,3411,0,1367,0,418,3
60001,1845309,252598,279,2131,0,66,0,546,0
1917,1132438,220571,262,1857,0,153,0,395,0
1132,1619214,254383,313,1983,0,303,0,133,0
1289,1791636,501519,522,3877,0,196,0,557,9
1685,1807277,248047,239,1982,0,90,0,409,3
39197,1791844,257464,304,2651,0,180,0,882,1
66504,1800579,179478,222,1637,0,294,0,207,1
1197,1857395,385233,268,2016,0,48,0,483,0
1595,1770076,332899,242,2933,0,233,0,296,0
1864,1700182,445154,539,3704,0,212,1,735,2
2954,1656814,544901,567,3983,0,177,0,386,5
3741,1800034,579624,590,4422,0,168,3,776,0
514,1805250,200549,200,1261,0,837,0,110,0
23053,1788932,336390,296,2309,0,240,0,402,0
48426,1792309,452253,382,3365,0,1515,0,864,3
5696,1810047,241979,182,1573,0,440,0,398,1
4680,1760092,330897,507,3789,0,124,0,644,4
2317,1784796,426509,518,3287,0,91,0,439,0
53850,1867704,560625,512,3381,0,129,0,473,0
1426,1798502,281136,298,1905,0,41,0,205,0
19212,1800091,226697,243,2159,0,217,0,285,0
1113,1858687,397853,314,2644,0,158,2,715,0
2056,1786570,295902,435,2799,0,70,0,150,0
4593,1625549,213415,339,2126,0,104,0,165,0
29754,1894405,487013,413,3629,0,205,1,916,1
1768,1676830,132272,211,1224,0,96,0,91,0
18306,1339452,451014,470,2870,0,386,0,281,1
41029,1840068,219475,300,2474,0,293,0,656,0
2934,1691324,275723,393,2862,0,168,0,589,0
1003,1803146,219812,256,1765,0,425,1,153,2
78391,1853034,395983,220,2110,0,93,0,519,4
1422,1791292,468140,445,3413,0,97,0,842,0
933,1800378,456081,407,2841,0,1014,0,392,0
1194,1834281,304951,453,3359,0,538,0,623,1
343400,1914839,169179,155,1143,0,475,0,224,0
1085,1808126,630088,681,4600,0,128,1,705,0
4483,1740803,405814,861,4726,0,77,2,419,0
35931,1432813,138089,201,1199,0,18,0,91,0
1133,1543902,937726,835,5328,0,172,0,468,2
869,1799105,661790,686,5822,0,466,0,1416,4
1529,1763776,205338,229,1802,0,149,0,261,1
1164,1782513,182509,203,1250,0,168,0,107,0
1950,1822321,487777,205,3091,0,391,0,670,0
45857,1886069,241304,269,1811,0,150,0,308,0
22826,3109277,183172,271,1929,0,219,0,234,0
12813,1797306,234277,357,2124,0,216,0,229,0
1491,1768896,779849,526,4325,0,646,0,919,0
946,1720803,546627,219,2098,0,4067,1,684,5
19441,1806160,384781,286,1915,0,3102,0,131,14
66922,1646956,255892,285,2004,0,65,0,402,0
39632,1785513,377982,401,3354,0,994,0,768,3
1259,1550803,27858,67,389,0,12,0,26,0
46098,1718347,458780,424,3331,0,61,0,664,0
164022,1801891,312424,452,2756,0,486,0,267,0
4527,1762210,255607,592,3350,0,69,0,344,0
1252,1839275,421277,566,4298,0,89,0,656,8
89040,1781388,180278,266,2219,0,287,0,380,3
49961,1799028,363161,479,3282,0,146,0,304,5
956,1011727,196409,253,1680,0,59,0,242,0
55275,1576871,286763,327,2187,0,213,0,153,3
8363,1866571,446124,351,2854,0,637,1,532,19
99435,1739297,270348,606,3294,0,90,0,100,0
39810,1792581,222781,419,2626,0,250,0,195,3
59203,1846273,828538,722,4860,0,230,0,879,5
26333,1979963,276095,232,1386,0,1220,0,90,4
2584,1773454,173048,212,1486,0,65,0,254,0
39022,1799325,175906,288,1840,0,35,0,94,0
1493,1769781,252589,337,2249,0,129,0,237,0
105362,1808548,387399,380,2954,0,67,0,459,1
85979,1674043,268533,283,1964,0,262,0,327,8
39484,1798372,186620,205,1357,0,383,0,142,1
28661,1798073,323528,439,2903,0,91,0,296,0
22056,1772496,946835,805,5650,0,467,0,1000,1
3833,1675388,151470,212,1355,0,131,0,118,0
3463,1788840,357119,283,3267,0,301,1,1005,12
37206,1772032,437058,531,3999,0,161,4,713,0
1729,1768465,240222,304,2037,0,197,0,253,8
31914,1795673,271631,316,2209,0,85,0,272,4
23864,1783245,182184,292,1767,0,24,0,194,0
36165,1829689,551445,287,3197,0,348,0,1492,0
1585,1794559,201490,317,1772,0,184,0,121,0
1087,1800168,430551,406,3062,0,1249,1,413,4
69661,1813507,327903,272,1759,0,454,2,355,0
34266,1777175,188495,264,1533,0,272,0,59,0
84194,1825939,210417,365,2140,0,69,0,135,0
32308,1806967,161551,324,2116,0,63,0,333,0
29276,1976001,290963,383,3029,0,333,0,481,6
30472,1781398,223802,421,3397,0,146,0,865,0
341961,1779792,201886,257,1739,0,163,0,357,0
5683,1773691,191413,201,1173,0,45,1,63,0
48822,1760842,298284,435,2594,0,92,0,191,0
77149,1879184,392920,613,4587,0,76,0,842,4
1969,1798244,797329,757,4938,0,934,0,769,0
20393,1798580,394195,524,3881,0,73,0,575,1
33052,1701905,156470,225,1556,0,79,0,179,0
2816,1792552,183869,288,1699,0,141,0,86,0
33170,1859078,189102,204,1605,0,104,0,411,0
31409,1802375,323123,587,3886,0,87,0,456,0
1448,1800625,695314,697,4767,0,165,0,635,1
33818,1802008,228289,309,2616,0,106,0,664,0
1637,1858765,470105,459,3513,0,1165,1,854,0
51170,1844118,188812,208,1554,0,282,0,333,0
1425,1821750,344569,253,2127,0,548,0,346,0
48404,1942973,140538,263,1452,0,108,2,85,0
1390,1800306,158007,214,1521,0,132,0,235,1
62470,1800028,583987,739,5197,0,136,0,689,2
67056,1795076,300438,334,2156,0,143,0,254,0
15905,1656124,274502,426,2956,0,250,0,311,4
94656,1801349,383610,436,2945,0,200,0,502,4
44620,1831730,372232,409,2473,0,96,0,136,2
48258,1726651,274279,375,2456,0,81,0,299,2
55536,1729570,397200,518,3402,0,74,0,416,0
21531,1857141,383581,448,3096,0,213,0,603,6
14678,1844780,363399,360,2751,0,619,1,609,2
57170,4234952,332006,416,2517,0,35,0,221,0
21272,1768167,167195,297,1817,0,100,0,109,0
28687,1774167,264095,284,1710,0,269,0,122,0
2380,1671458,433529,582,4421,0,212,1,548,2
1942,1791210,331370,478,3004,0,586,0,266,0
16476,1793373,247056,380,2919,0,313,1,646,0
37701,1757011,287211,412,2707,0,206,0,279,0
24529,1818757,393602,487,3791,0,74,0,673,0
40027,1798394,238114,294,2178,0,200,0,431,0
2109,2355702,347632,492,3329,0,1257,0,393,12
65865,1801439,713714,656,5620,0,488,0,1130,6
713,637411,210181,300,1997,0,43,0,183,0
18466,1012419,257885,457,2999,0,219,1,311,1
710,1797152,290606,403,3025,0,389,1,507,7
49088,1641937,478291,593,4240,0,84,0,610,0
527469,1859709,335913,326,2216,0,213,0,232,0
148307,1801158,424879,397,2875,0,63,0,690,0
56299,1699382,553754,429,2734,0,51,0,87,0
56753,1325538,184282,219,1375,0,81,0,114,0
961,1803192,392733,471,3243,0,380,0,455,1
21375,1412930,475701,654,4607,0,74,0,595,0
294243,1828240,158708,217,1478,0,39,0,125,0
4503,1785054,161524,219,1303,0,244,0,107,0
16824,1858327,149690,196,1377,0,19,0,243,0
28702,1774467,683608,761,4481,0,83,0,218,0
35122,1822700,636048,746,5404,0,856,0,895,1
30564,1748074,399024,391,2680,0,242,0,400,1
5317,1845557,184865,238,1671,0,20,0,245,0
45499,1803813,432448,291,2076,0,2205,2,308,6
67936,1789688,489460,702,5120,0,95,0,696,0
58562,1498655,319493,285,2131,0,65,0,289,1
4366,1747776,374780,502,3767,0,127,0,629,2
24024,1767938,515825,618,4192,0,105,0,698,3
2207,1786670,334585,458,2934,0,98,0,370,0
1170,1782493,366511,568,3531,0,88,0,466,1
63728,1886419,297457,183,1507,0,286,0,409,0
40231,1853400,283133,241,2497,0,168,1,819,0
53705,1767623,383764,410,2682,0,330,0,296,0
1703,1762786,618442,671,4172,0,564,0,480,1
1693,1936327,503651,313,3816,2,45,0,352,2
2948,1847383,477436,788,4872,0,97,0,485,0
33499,1328016,326788,302,2491,0,151,1,337,4
46356,1849179,267737,351,2195,0,51,0,112,0
15220,1773861,429103,853,6166,0,163,0,990,1
96325,1697172,294148,425,3035,0,53,2,402,0
16377,1052866,196416,204,1168,0,144,0,88,0
3104,1765094,323678,255,1932,0,296,0,465,0
30033,1854042,118855,203,1340,0,118,2,42,1
59961,1394692,328492,270,2589,0,98,0,811,1
670,1794376,435885,698,4673,0,1035,0,506,1
181167,1808400,201653,212,1247,0,61,0,23,2
31571,1154761,385248,503,2812,0,59,0,185,0
43245,1705176,254772,228,1499,0,116,0,238,0
289996,1811395,150743,212,1338,0,23,0,151,0
37488,1815068,427053,583,4165,0,66,0,695,1
819,1744968,481740,581,4008,0,90,0,463,9
2756,1804726,315671,257,1815,0,62,0,362,2
918,1738627,349543,331,2580,0,67,0,311,8
55288,1783667,516071,439,3672,0,1041,0,942,0
60836,1747579,141177,263,1873,0,86,0,270,0
53421,1808119,273670,355,2375,0,98,0,261,0
40994,1650454,279712,363,2748,0,106,0,294,11
71747,1757949,230853,331,1965,0,54,0,185,0
2026,1806029,265615,272,2013,0,45,0,260,1
670,1833896,359682,411,2408,0,350,0,120,0
5054,1786086,162172,200,1222,0,86,0,90,0
1269,1790355,551255,552,3743,0,528,0,406,0
28233,1791238,484947,605,4188,0,201,0,683,4
28095,1784775,309989,325,3177,0,1110,0,893,0
1626,1489093,572060,468,3763,0,755,0,645,3
19915,1667041,208324,220,1519,0,244,0,222,0
22385,1793011,310061,459,3197,0,78,0,632,2
48521,1799277,272292,260,1725,0,572,0,352,0
12015,1793783,372677,578,3424,0,262,0,178,1
935,1757106,409212,328,2762,0,367,0,721,5
72447,1795200,162328,200,1487,0,24,0,165,0
93237,1801563,539223,537,4159,0,267,0,1044,1
1041,1794108,186154,305,1906,0,148,0,180,0
1505,1536976,636690,638,4262,0,294,0,498,3
52796,1759008,203100,368,2215,0,57,1,176,1
1766,1792469,440087,480,2905,0,129,0,176,2
1048,1800760,304248,217,1269,0,1344,0,70,0
13775,1798588,196610,229,1575,0,14,0,271,0
13989,1761027,13452,224,1382,0,34,0,181,0
53926,1768771,323347,424,3261,0,168,0,831,1
20860,1719787,255718,285,1926,0,280,0,322,0
36885,1648822,167529,231,1682,0,64,0,354,0
47529,1758364,386358,495,3086,0,91,0,188,1
14853,1807529,308027,483,2622,0,104,0,43,0
92392,1679962,752666,456,3871,0,150,0,1246,3
15448,1765710,546927,580,3875,0,164,0,539,0
1741,1806701,121717,207,1257,0,114,0,67,0
105561,1820742,126934,222,1444,0,106,0,122,1
703529,1747656,199119,264,1631,0,62,0,62,0
2198,1800992,276342,398,2642,0,512,0,440,0
1276,1783225,517691,485,3135,0,288,0,301,5
49748,1843693,376832,843,4975,0,169,0,310,0
22709,1742296,400057,539,3372,0,95,1,76,2
2313,1789520,385604,522,3488,0,271,0,261,0
25868,1793085,159402,242,1505,0,333,0,200,1
76188,1801645,349238,217,1372,0,254,0,117,0
60185,1782037,565730,396,3584,0,334,0,1406,3
997,555740,100601,208,1259,0,26,0,35,1
10053,1799106,164763,202,1307,0,71,0,118,0
37246,1821474,283249,407,2822,0,368,0,559,1
1037,1897657,380968,339,3116,0,296,0,796,4
1397,1723901,205516,384,2473,0,49,0,128,0
1530,1778140,333060,410,2507,0,165,1,156,0
45866,1799488,470873,723,4785,0,159,0,568,8
4672,1949618,466625,847,5200,0,97,0,396,1
47087,1800733,240409,219,1453,0,65,1,147,4
218728,1794477,721280,448,3871,0,1949,2,1056,7
35956,1770281,352461,445,3285,0,75,0,644,0
20849,466482,134780,286,1749,0,19,0,113,0
44143,1967320,303803,342,2444,0,415,0,515,0
8720,1790416,415803,429,2613,0,101,0,372,1
55918,1743933,382257,323,2482,0,1520,0,392,15
28989,1681546,341289,638,3910,0,100,0,511,0
65377,1798202,444246,407,2965,0,164,0,593,0
61998,1820196,212457,311,2305,0,93,1,517,0
103961,1838811,148455,202,1072,0,113,0,81,2
34488,1810172,318436,257,2301,0,55,0,761,1
11682,1789880,185348,234,1807,0,67,0,300,0
1255,1793887,425413,587,3852,0,74,0,288,2
9999,1742887,311031,300,2234,0,135,0,340,10
1580,1834021,455422,426,3076,0,183,2,852,0
178556,1790525,439219,501,3788,0,113,0,721,0
17374,1760682,342510,476,3077,0,203,1,366,0
1726,1779543,339652,653,4195,0,185,0,265,0
11321,1800710,500882,771,5126,0,108,0,582,1
1141,1834170,53223,209,1279,0,19,0,157,0
1168,1802773,349628,236,1942,0,109,0,645,0
715,1794601,754686,1058,6438,0,680,0,628,0
3021,1780263,314095,426,2696,0,81,0,315,0
1444,1808084,612686,558,5787,0,204,0,1231,5
82060,1749854,391881,395,2470,0,139,0,397,4
229513,1797401,226053,307,2012,0,106,0,167,0
799,1857870,911686,798,6528,0,1532,0,1139,5
56979,997807,133052,205,1132,0,80,1,67,1
965,1807284,296149,444,4096,0,113,0,1219,10
1363,1767998,174718,210,1392,0,321,0,144,0
1588,1804790,598332,690,4938,0,387,0,959,0
1991,1740690,346689,278,2207,0,73,0,344,8
7039,1795061,514317,686,4247,0,555,0,632,1
124150,1771993,249611,295,2076,0,259,0,544,0
989,836626,316239,405,2627,0,277,0,224,0
1221,1727578,281952,393,2478,0,574,1,106,0
655737,1992362,215616,200,1453,0,39,0,188,1
23548,1852735,371676,370,2364,0,201,0,249,2
9405,1768739,377128,504,3894,0,209,0,862,0
60536,1798951,193657,369,2404,0,114,0,419,0
49098,1806015,184585,237,1739,0,111,0,357,4
31362,1774164,198086,325,2165,0,132,0,219,1
1562,1767391,113494,201,1404,0,82,0,122,0
18162,1808303,556195,849,5902,0,540,0,965,0
822,1714158,323552,430,2627,0,180,0,213,0
65763,1537527,342694,586,3865,0,175,0,171,0
13882,1790461,212496,408,2403,0,104,0,26,2
1158,1918815,225958,244,1387,0,50,0,61,0
26206,1795252,257326,476,2888,0,66,0,65,1
79275,1858530,286803,237,2149,0,199,0,696,0
35513,1780650,1043640,647,4551,2,219,0,586,0
136161,1780298,278078,277,1853,0,59,0,63,2
6728,1795530,483148,605,4082,0,153,0,521,4
17535,1774597,474587,523,3485,0,99,0,697,1
30526,1764839,416270,485,3601,0,453,0,572,0
1804,1799917,336953,338,2762,0,244,0,606,0
1721,1801747,378753,303,2244,0,2845,0,655,0
18067,1786072,341215,884,5356,0,143,0,369,0
17100,1336066,431501,429,2874,0,55,0,400,1
3556,1802330,489190,870,5666,0,353,0,210,1
17970,1723466,186062,233,1456,0,893,0,162,0
34999,1137983,217399,221,1486,0,59,0,173,0
39938,1825044,526858,668,3959,0,205,0,240,1
55863,1777156,267507,209,1803,0,91,0,305,13
54382,1798473,215005,292,2040,0,35,0,397,0
74849,961221,492316,674,4293,0,335,0,592,0
713,1878858,240167,369,2687,0,151,0,640,0
1106,1792780,316293,470,3134,0,264,0,601,0
38400,1693352,595757,616,3903,0,179,1,455,0
2347,1817667,238701,256,1563,0,53,0,176,7
67010,1841227,403167,611,4238,0,174,1,594,0
1891,1743642,184590,278,1768,0,66,1,138,1
17670,1786307,376975,610,3865,0,3150,0,311,0
1531,1799167,338967,422,2625,0,89,0,416,0
1595,1796071,331131,469,2823,0,442,0,234,1
99522,1755142,158233,213,1400,0,79,0,145,1
910,1802283,192181,336,2298,0,386,0,467,0
1579,1762668,128021,213,1274,0,56,0,49,0
2030,1761095,601083,725,4879,0,184,0,236,4
3226,1716370,210288,201,1566,0,59,0,289,1
